probka;y_real;y_model;u_input;error
2425;15.9000;17.0749;11.0000;-1.1749
2426;15.9000;17.0743;11.0000;-1.1743
2427;15.9000;17.0737;11.0000;-1.1737
2428;15.9000;17.0731;11.0000;-1.1731
2429;15.9000;17.0725;11.0000;-1.1725
2430;15.9000;17.0718;11.0000;-1.1718
2431;15.9000;17.0712;11.0000;-1.1712
2432;15.9000;17.0706;11.0000;-1.1706
2433;15.9000;17.0700;11.0000;-1.1700
2434;15.9000;17.0694;11.0000;-1.1694
2435;15.9000;17.0688;11.0000;-1.1688
2436;15.9000;17.0681;11.0000;-1.1681
2437;15.8000;17.0675;11.0000;-1.2675
2438;15.8000;17.0669;11.0000;-1.2669
2439;15.8000;17.0663;11.0000;-1.2663
2440;15.8000;17.0657;11.0000;-1.2657
2441;15.8000;17.0651;11.0000;-1.2651
2442;15.8000;17.0645;11.0000;-1.2645
2443;15.8000;17.0638;11.0000;-1.2638
2444;15.8000;17.0632;11.0000;-1.2632
2445;15.8000;17.0626;11.0000;-1.2626
2446;15.8000;17.0620;11.0000;-1.2620
2447;15.8000;17.0614;11.0000;-1.2614
2448;15.8000;17.0608;11.0000;-1.2608
2449;15.8000;17.0602;11.0000;-1.2602
2450;15.8000;17.0596;11.0000;-1.2596
2451;15.8000;17.0590;11.0000;-1.2590
2452;15.8000;17.0583;11.0000;-1.2583
2453;15.8000;17.0577;11.0000;-1.2577
2454;15.8000;17.0571;11.0000;-1.2571
2455;15.8000;17.0565;11.0000;-1.2565
2456;15.8000;17.0559;11.0000;-1.2559
2457;15.8000;17.0553;11.0000;-1.2553
2458;15.8000;17.0547;11.0000;-1.2547
2459;15.8000;17.0541;11.0000;-1.2541
2460;15.8000;17.0535;11.0000;-1.2535
2461;15.8000;17.0529;11.0000;-1.2529
2462;15.8000;17.0523;11.0000;-1.2523
2463;15.8000;17.0517;11.0000;-1.2517
2464;15.8000;17.0511;11.0000;-1.2511
2465;15.8000;17.0505;11.0000;-1.2505
2466;15.7000;17.0499;11.0000;-1.3499
2467;15.7000;17.0493;11.0000;-1.3493
2468;15.7000;17.0487;11.0000;-1.3487
2469;15.7000;17.0481;11.0000;-1.3481
2470;15.7000;17.0475;11.0000;-1.3475
2471;15.7000;17.0469;11.0000;-1.3469
2472;15.7000;17.0463;11.0000;-1.3463
2473;15.7000;17.0457;11.0000;-1.3457
2474;15.7000;17.0451;11.0000;-1.3451
2475;15.7000;17.0445;11.0000;-1.3445
2476;15.7000;17.0439;11.0000;-1.3439
2477;15.7000;17.0433;11.0000;-1.3433
2478;15.7000;17.0427;11.0000;-1.3427
2479;15.7000;17.0421;11.0000;-1.3421
2480;15.7000;17.0415;11.0000;-1.3415
2481;15.7000;17.0409;11.0000;-1.3409
2482;15.7000;17.0403;11.0000;-1.3403
2483;15.7000;17.0397;11.0000;-1.3397
2484;15.7000;17.0391;11.0000;-1.3391
2485;15.7000;17.0385;11.0000;-1.3385
2486;15.7000;17.0379;11.0000;-1.3379
2487;15.7000;17.0373;11.0000;-1.3373
2488;15.7000;17.0367;11.0000;-1.3367
2489;15.7000;17.0361;11.0000;-1.3361
2490;15.7000;17.0356;11.0000;-1.3356
2491;15.7000;17.0350;11.0000;-1.3350
2492;15.7000;17.0344;11.0000;-1.3344
2493;15.7000;17.0338;11.0000;-1.3338
2494;15.7000;17.0332;11.0000;-1.3332
2495;15.7000;17.0326;11.0000;-1.3326
2496;15.7000;17.0320;11.0000;-1.3320
2497;15.7000;17.0314;11.0000;-1.3314
2498;15.7000;17.0308;11.0000;-1.3308
2499;15.6000;17.0303;11.0000;-1.4303
2500;15.6000;17.0297;11.0000;-1.4297
2501;15.6000;17.0291;11.0000;-1.4291
2502;15.6000;17.0285;11.0000;-1.4285
2503;15.6000;17.0279;11.0000;-1.4279
2504;15.6000;17.0273;11.0000;-1.4273
2505;15.6000;17.0267;11.0000;-1.4267
2506;15.6000;17.0262;11.0000;-1.4262
2507;15.6000;17.0256;11.0000;-1.4256
2508;15.6000;17.0250;11.0000;-1.4250
2509;15.6000;17.0244;11.0000;-1.4244
2510;15.6000;17.0238;11.0000;-1.4238
2511;15.6000;17.0232;11.0000;-1.4232
2512;15.6000;17.0227;11.0000;-1.4227
2513;15.6000;17.0221;11.0000;-1.4221
2514;15.6000;17.0215;11.0000;-1.4215
2515;15.6000;17.0209;11.0000;-1.4209
2516;15.6000;17.0203;11.0000;-1.4203
2517;15.6000;17.0198;11.0000;-1.4198
2518;15.6000;17.0192;11.0000;-1.4192
2519;15.6000;17.0186;11.0000;-1.4186
2520;15.6000;17.0180;11.0000;-1.4180
2521;15.6000;17.0174;11.0000;-1.4174
2522;15.6000;17.0169;11.0000;-1.4169
2523;15.6000;17.0163;11.0000;-1.4163
2524;15.6000;17.0157;11.0000;-1.4157
2525;15.6000;17.0151;11.0000;-1.4151
2526;15.6000;17.0146;11.0000;-1.4146
2527;15.6000;17.0140;11.0000;-1.4140
2528;15.6000;17.0134;11.0000;-1.4134
2529;15.6000;17.0128;11.0000;-1.4128
2530;15.6000;17.0123;11.0000;-1.4123
2531;15.6000;17.0117;11.0000;-1.4117
2532;15.6000;17.0111;11.0000;-1.4111
2533;15.6000;17.0105;11.0000;-1.4105
2534;15.6000;17.0100;11.0000;-1.4100
2535;15.6000;17.0094;11.0000;-1.4094
2536;15.6000;17.0088;11.0000;-1.4088
2537;15.6000;17.0083;11.0000;-1.4083
2538;15.6000;17.0077;11.0000;-1.4077
2539;15.6000;17.0071;11.0000;-1.4071
2540;15.6000;17.0066;11.0000;-1.4066
2541;15.6000;17.0060;11.0000;-1.4060
2542;15.6000;17.0054;11.0000;-1.4054
2543;15.6000;17.0049;11.0000;-1.4049
2544;15.6000;17.0043;11.0000;-1.4043
2545;15.6000;17.0037;11.0000;-1.4037
2546;15.6000;17.0031;11.0000;-1.4031
2547;15.6000;17.0026;11.0000;-1.4026
2548;15.6000;17.0020;11.0000;-1.4020
2549;15.6000;17.0015;11.0000;-1.4015
2550;15.6000;17.0009;11.0000;-1.4009
2551;15.6000;17.0003;11.0000;-1.4003
2552;15.6000;16.9998;11.0000;-1.3998
2553;15.6000;16.9992;11.0000;-1.3992
2554;15.6000;16.9986;11.0000;-1.3986
2555;15.6000;16.9981;11.0000;-1.3981
2556;15.6000;16.9975;11.0000;-1.3975
2557;15.6000;16.9969;11.0000;-1.3969
2558;15.6000;16.9964;11.0000;-1.3964
2559;15.6000;16.9958;11.0000;-1.3958
2560;15.6000;16.9953;11.0000;-1.3953
2561;15.6000;16.9947;11.0000;-1.3947
2562;15.6000;16.9941;11.0000;-1.3941
2563;15.6000;16.9936;11.0000;-1.3936
2564;15.6000;16.9930;11.0000;-1.3930
2565;15.6000;16.9925;11.0000;-1.3925
2566;15.6000;16.9919;11.0000;-1.3919
2567;15.6000;16.9913;11.0000;-1.3913
2568;15.6000;16.9908;11.0000;-1.3908
2569;15.6000;16.9902;11.0000;-1.3902
2570;15.6000;16.9897;11.0000;-1.3897
2571;15.6000;16.9891;11.0000;-1.3891
2572;15.6000;16.9886;11.0000;-1.3886
2573;15.6000;16.9880;11.0000;-1.3880
2574;15.6000;16.9875;11.0000;-1.3875
2575;15.6000;16.9869;11.0000;-1.3869
2576;15.6000;16.9863;11.0000;-1.3863
2577;15.6000;16.9858;11.0000;-1.3858
2578;15.6000;16.9852;11.0000;-1.3852
2579;15.6000;16.9847;11.0000;-1.3847
2580;15.6000;16.9841;11.0000;-1.3841
2581;15.6000;16.9836;11.0000;-1.3836
2582;15.6000;16.9830;11.0000;-1.3830
2583;15.5000;16.9825;11.0000;-1.4825
2584;15.5000;16.9819;11.0000;-1.4819
2585;15.5000;16.9814;11.0000;-1.4814
2586;15.5000;16.9808;11.0000;-1.4808
2587;15.5000;16.9803;11.0000;-1.4803
2588;15.5000;16.9797;11.0000;-1.4797
2589;15.5000;16.9792;11.0000;-1.4792
2590;15.5000;16.9786;11.0000;-1.4786
2591;15.5000;16.9781;11.0000;-1.4781
2592;15.5000;16.9775;11.0000;-1.4775
2593;15.5000;16.9770;11.0000;-1.4770
2594;15.5000;16.9765;11.0000;-1.4765
2595;15.5000;16.9759;11.0000;-1.4759
2596;15.5000;16.9754;11.0000;-1.4754
2597;15.5000;16.9748;11.0000;-1.4748
2598;15.5000;16.9743;11.0000;-1.4743
2599;15.5000;16.9737;11.0000;-1.4737
2600;15.5000;16.9732;11.0000;-1.4732
2601;15.5000;16.9726;11.0000;-1.4726
2602;15.5000;16.9721;11.0000;-1.4721
2603;15.5000;16.9716;11.0000;-1.4716
2604;15.5000;16.9710;11.0000;-1.4710
2605;15.5000;16.9705;11.0000;-1.4705
2606;15.5000;16.9699;11.0000;-1.4699
2607;15.5000;16.9694;11.0000;-1.4694
2608;15.5000;16.9688;11.0000;-1.4688
2609;15.5000;16.9683;11.0000;-1.4683
2610;15.5000;16.9678;11.0000;-1.4678
2611;15.5000;16.9672;11.0000;-1.4672
2612;15.5000;16.9667;11.0000;-1.4667
2613;15.5000;16.9662;11.0000;-1.4662
2614;15.5000;16.9656;11.0000;-1.4656
2615;15.5000;16.9651;11.0000;-1.4651
2616;15.5000;16.9645;11.0000;-1.4645
2617;15.5000;16.9640;11.0000;-1.4640
2618;15.5000;16.9635;11.0000;-1.4635
2619;15.5000;16.9629;11.0000;-1.4629
2620;15.5000;16.9624;11.0000;-1.4624
2621;15.5000;16.9619;11.0000;-1.4619
2622;15.4000;16.9613;11.0000;-1.5613
2623;15.4000;16.9608;11.0000;-1.5608
2624;15.4000;16.9603;11.0000;-1.5603
2625;15.4000;16.9597;11.0000;-1.5597
2626;15.4000;16.9592;11.0000;-1.5592
2627;15.4000;16.9587;11.0000;-1.5587
2628;15.4000;16.9581;11.0000;-1.5581
2629;15.4000;16.9576;11.0000;-1.5576
2630;15.4000;16.9571;11.0000;-1.5571
2631;15.4000;16.9565;11.0000;-1.5565
2632;15.4000;16.9560;11.0000;-1.5560
2633;15.4000;16.9555;11.0000;-1.5555
2634;15.4000;16.9549;11.0000;-1.5549
2635;15.4000;16.9544;11.0000;-1.5544
2636;15.4000;16.9539;11.0000;-1.5539
2637;15.4000;16.9534;11.0000;-1.5534
2638;15.4000;16.9528;11.0000;-1.5528
2639;15.4000;16.9523;11.0000;-1.5523
2640;15.4000;16.9518;11.0000;-1.5518
2641;15.4000;16.9512;11.0000;-1.5512
2642;15.4000;16.9507;11.0000;-1.5507
2643;15.4000;16.9502;11.0000;-1.5502
2644;15.4000;16.9497;11.0000;-1.5497
2645;15.4000;16.9491;11.0000;-1.5491
2646;15.4000;16.9486;11.0000;-1.5486
2647;15.4000;16.9481;11.0000;-1.5481
2648;15.3000;16.9476;11.0000;-1.6476
2649;15.3000;16.9470;11.0000;-1.6470
2650;15.3000;16.9465;11.0000;-1.6465
2651;15.3000;16.9460;11.0000;-1.6460
2652;15.3000;16.9455;11.0000;-1.6455
2653;15.3000;16.9449;11.0000;-1.6449
2654;15.3000;16.9444;11.0000;-1.6444
2655;15.3000;16.9439;11.0000;-1.6439
2656;15.3000;16.9434;11.0000;-1.6434
2657;15.3000;16.9429;11.0000;-1.6429
2658;15.3000;16.9423;11.0000;-1.6423
2659;15.3000;16.9418;11.0000;-1.6418
2660;15.3000;16.9413;11.0000;-1.6413
2661;15.3000;16.9408;11.0000;-1.6408
2662;15.3000;16.9403;11.0000;-1.6403
2663;15.3000;16.9397;11.0000;-1.6397
2664;15.3000;16.9392;11.0000;-1.6392
2665;15.3000;16.9387;11.0000;-1.6387
2666;15.3000;16.9382;11.0000;-1.6382
2667;15.3000;16.9377;11.0000;-1.6377
2668;15.3000;16.9372;11.0000;-1.6372
2669;15.3000;16.9366;11.0000;-1.6366
2670;15.3000;16.9361;11.0000;-1.6361
2671;15.3000;16.9356;11.0000;-1.6356
2672;15.3000;16.9351;11.0000;-1.6351
2673;15.3000;16.9346;11.0000;-1.6346
2674;15.3000;16.9341;11.0000;-1.6341
2675;15.3000;16.9336;11.0000;-1.6336
2676;15.3000;16.9330;11.0000;-1.6330
2677;15.3000;16.9325;11.0000;-1.6325
2678;15.3000;16.9320;11.0000;-1.6320
2679;15.3000;16.9315;11.0000;-1.6315
2680;15.3000;16.9310;11.0000;-1.6310
2681;15.3000;16.9305;11.0000;-1.6305
2682;15.3000;16.9300;11.0000;-1.6300
2683;15.3000;16.9295;11.0000;-1.6295
2684;15.3000;16.9290;11.0000;-1.6290
2685;15.3000;16.9284;11.0000;-1.6284
2686;15.3000;16.9279;11.0000;-1.6279
2687;15.3000;16.9274;11.0000;-1.6274
2688;15.3000;16.9269;11.0000;-1.6269
2689;15.3000;16.9264;11.0000;-1.6264
2690;15.3000;16.9259;11.0000;-1.6259
2691;15.3000;16.9254;11.0000;-1.6254
2692;15.3000;16.9249;11.0000;-1.6249
2693;15.3000;16.9244;11.0000;-1.6244
2694;15.3000;16.9239;11.0000;-1.6239
2695;15.3000;16.9234;11.0000;-1.6234
2696;15.3000;16.9229;11.0000;-1.6229
2697;15.3000;16.9224;11.0000;-1.6224
2698;15.3000;16.9219;11.0000;-1.6219
2699;15.3000;16.9213;11.0000;-1.6213
2700;15.3000;16.9208;11.0000;-1.6208
2701;15.3000;16.9203;11.0000;-1.6203
2702;15.2000;16.9198;11.0000;-1.7198
2703;15.2000;16.9193;11.0000;-1.7193
2704;15.2000;16.9188;11.0000;-1.7188
2705;15.2000;16.9183;11.0000;-1.7183
2706;15.2000;16.9178;11.0000;-1.7178
2707;15.2000;16.9173;11.0000;-1.7173
2708;15.2000;16.9168;11.0000;-1.7168
2709;15.2000;16.9163;11.0000;-1.7163
2710;15.2000;16.9158;11.0000;-1.7158
2711;15.2000;16.9153;11.0000;-1.7153
2712;15.2000;16.9148;11.0000;-1.7148
2713;15.2000;16.9143;11.0000;-1.7143
2714;15.2000;16.9138;11.0000;-1.7138
2715;15.2000;16.9133;11.0000;-1.7133
2716;15.2000;16.9128;11.0000;-1.7128
2717;15.2000;16.9123;11.0000;-1.7123
2718;15.2000;16.9118;11.0000;-1.7118
2719;15.2000;16.9113;11.0000;-1.7113
2720;15.2000;16.9108;11.0000;-1.7108
2721;15.2000;16.9103;11.0000;-1.7103
2722;15.2000;16.9099;11.0000;-1.7099
2723;15.2000;16.9094;11.0000;-1.7094
2724;15.2000;16.9089;11.0000;-1.7089
2725;15.2000;16.9084;11.0000;-1.7084
2726;15.2000;16.9079;11.0000;-1.7079
2727;15.2000;16.9074;11.0000;-1.7074
2728;15.2000;16.9069;11.0000;-1.7069
2729;15.2000;16.9064;11.0000;-1.7064
2730;15.2000;16.9059;11.0000;-1.7059
2731;15.2000;16.9054;11.0000;-1.7054
2732;15.2000;16.9049;11.0000;-1.7049
2733;15.2000;16.9044;11.0000;-1.7044
2734;15.2000;16.9039;11.0000;-1.7039
2735;15.2000;16.9034;11.0000;-1.7034
2736;15.2000;16.9030;11.0000;-1.7030
2737;15.2000;16.9025;11.0000;-1.7025
2738;15.2000;16.9020;11.0000;-1.7020
2739;15.2000;16.9015;11.0000;-1.7015
2740;15.2000;16.9010;11.0000;-1.7010
2741;15.2000;16.9005;11.0000;-1.7005
2742;15.2000;16.9000;11.0000;-1.7000
2743;15.2000;16.8995;11.0000;-1.6995
2744;15.2000;16.8990;11.0000;-1.6990
2745;15.2000;16.8986;11.0000;-1.6986
2746;15.2000;16.8981;11.0000;-1.6981
2747;15.2000;16.8976;11.0000;-1.6976
2748;15.2000;16.8971;11.0000;-1.6971
2749;15.2000;16.8966;11.0000;-1.6966
2750;15.2000;16.8961;11.0000;-1.6961
2751;15.2000;16.8956;11.0000;-1.6956
2752;15.2000;16.8952;11.0000;-1.6952
2753;15.2000;16.8947;11.0000;-1.6947
2754;15.2000;16.8942;11.0000;-1.6942
2755;15.2000;16.8937;11.0000;-1.6937
2756;15.2000;16.8932;11.0000;-1.6932
2757;15.2000;16.8927;11.0000;-1.6927
2758;15.2000;16.8923;11.0000;-1.6923
2759;15.2000;16.8918;11.0000;-1.6918
2760;15.2000;16.8913;11.0000;-1.6913
2761;15.2000;16.8908;11.0000;-1.6908
2762;15.2000;16.8903;11.0000;-1.6903
2763;15.2000;16.8899;11.0000;-1.6899
2764;15.2000;16.8894;11.0000;-1.6894
