probka;y_real;y_model;u_input;error
1241;19.8000;18.2692;11.0000;1.5308
1242;19.8000;18.2677;11.0000;1.5323
1243;19.8000;18.2662;11.0000;1.5338
1244;19.8000;18.2646;11.0000;1.5354
1245;19.7000;18.2631;11.0000;1.4369
1246;19.7000;18.2616;11.0000;1.4384
1247;19.7000;18.2601;11.0000;1.4399
1248;19.7000;18.2585;11.0000;1.4415
1249;19.7000;18.2570;11.0000;1.4430
1250;19.7000;18.2555;11.0000;1.4445
1251;19.7000;18.2540;11.0000;1.4460
1252;19.7000;18.2524;11.0000;1.4476
1253;19.7000;18.2509;11.0000;1.4491
1254;19.7000;18.2494;11.0000;1.4506
1255;19.7000;18.2479;11.0000;1.4521
1256;19.7000;18.2464;11.0000;1.4536
1257;19.7000;18.2449;11.0000;1.4551
1258;19.7000;18.2434;11.0000;1.4566
1259;19.7000;18.2418;11.0000;1.4582
1260;19.7000;18.2403;11.0000;1.4597
1261;19.7000;18.2388;11.0000;1.4612
1262;19.7000;18.2373;11.0000;1.4627
1263;19.7000;18.2358;11.0000;1.4642
1264;19.7000;18.2343;11.0000;1.4657
1265;19.7000;18.2328;11.0000;1.4672
1266;19.7000;18.2313;11.0000;1.4687
1267;19.6000;18.2298;11.0000;1.3702
1268;19.6000;18.2283;11.0000;1.3717
1269;19.6000;18.2268;11.0000;1.3732
1270;19.6000;18.2253;11.0000;1.3747
1271;19.6000;18.2238;11.0000;1.3762
1272;19.6000;18.2223;11.0000;1.3777
1273;19.6000;18.2208;11.0000;1.3792
1274;19.6000;18.2193;11.0000;1.3807
1275;19.6000;18.2178;11.0000;1.3822
1276;19.6000;18.2163;11.0000;1.3837
1277;19.6000;18.2148;11.0000;1.3852
1278;19.6000;18.2134;11.0000;1.3866
1279;19.6000;18.2119;11.0000;1.3881
1280;19.6000;18.2104;11.0000;1.3896
1281;19.6000;18.2089;11.0000;1.3911
1282;19.6000;18.2074;11.0000;1.3926
1283;19.5000;18.2059;11.0000;1.2941
1284;19.5000;18.2044;11.0000;1.2956
1285;19.5000;18.2030;11.0000;1.2970
1286;19.5000;18.2015;11.0000;1.2985
1287;19.5000;18.2000;11.0000;1.3000
1288;19.5000;18.1985;11.0000;1.3015
1289;19.5000;18.1970;11.0000;1.3030
1290;19.5000;18.1956;11.0000;1.3044
1291;19.5000;18.1941;11.0000;1.3059
1292;19.5000;18.1926;11.0000;1.3074
1293;19.5000;18.1911;11.0000;1.3089
1294;19.5000;18.1897;11.0000;1.3103
1295;19.5000;18.1882;11.0000;1.3118
1296;19.5000;18.1867;11.0000;1.3133
1297;19.5000;18.1853;11.0000;1.3147
1298;19.5000;18.1838;11.0000;1.3162
1299;19.5000;18.1823;11.0000;1.3177
1300;19.5000;18.1809;11.0000;1.3191
1301;19.4000;18.1794;11.0000;1.2206
1302;19.4000;18.1779;11.0000;1.2221
1303;19.4000;18.1765;11.0000;1.2235
1304;19.4000;18.1750;11.0000;1.2250
1305;19.4000;18.1736;11.0000;1.2264
1306;19.4000;18.1721;11.0000;1.2279
1307;19.4000;18.1707;11.0000;1.2293
1308;19.4000;18.1692;11.0000;1.2308
1309;19.4000;18.1677;11.0000;1.2323
1310;19.4000;18.1663;11.0000;1.2337
1311;19.4000;18.1648;11.0000;1.2352
1312;19.4000;18.1634;11.0000;1.2366
1313;19.4000;18.1619;11.0000;1.2381
1314;19.4000;18.1605;11.0000;1.2395
1315;19.4000;18.1590;11.0000;1.2410
1316;19.4000;18.1576;11.0000;1.2424
1317;19.4000;18.1561;11.0000;1.2439
1318;19.4000;18.1547;11.0000;1.2453
1319;19.4000;18.1533;11.0000;1.2467
1320;19.4000;18.1518;11.0000;1.2482
1321;19.4000;18.1504;11.0000;1.2496
1322;19.4000;18.1489;11.0000;1.2511
1323;19.4000;18.1475;11.0000;1.2525
1324;19.4000;18.1461;11.0000;1.2539
1325;19.4000;18.1446;11.0000;1.2554
1326;19.3000;18.1432;11.0000;1.1568
1327;19.3000;18.1418;11.0000;1.1582
1328;19.3000;18.1403;11.0000;1.1597
1329;19.3000;18.1389;11.0000;1.1611
1330;19.3000;18.1375;11.0000;1.1625
1331;19.3000;18.1360;11.0000;1.1640
1332;19.3000;18.1346;11.0000;1.1654
1333;19.3000;18.1332;11.0000;1.1668
1334;19.3000;18.1317;11.0000;1.1683
1335;19.3000;18.1303;11.0000;1.1697
1336;19.3000;18.1289;11.0000;1.1711
1337;19.3000;18.1275;11.0000;1.1725
1338;19.3000;18.1260;11.0000;1.1740
1339;19.3000;18.1246;11.0000;1.1754
1340;19.3000;18.1232;11.0000;1.1768
1341;19.3000;18.1218;11.0000;1.1782
1342;19.3000;18.1204;11.0000;1.1796
1343;19.3000;18.1189;11.0000;1.1811
1344;19.3000;18.1175;11.0000;1.1825
1345;19.3000;18.1161;11.0000;1.1839
1346;19.3000;18.1147;11.0000;1.1853
1347;19.2000;18.1133;11.0000;1.0867
1348;19.2000;18.1119;11.0000;1.0881
1349;19.2000;18.1105;11.0000;1.0895
1350;19.2000;18.1091;11.0000;1.0909
1351;19.2000;18.1076;11.0000;1.0924
1352;19.2000;18.1062;11.0000;1.0938
1353;19.2000;18.1048;11.0000;1.0952
1354;19.2000;18.1034;11.0000;1.0966
1355;19.2000;18.1020;11.0000;1.0980
1356;19.2000;18.1006;11.0000;1.0994
1357;19.2000;18.0992;11.0000;1.1008
1358;19.2000;18.0978;11.0000;1.1022
1359;19.2000;18.0964;11.0000;1.1036
1360;19.2000;18.0950;11.0000;1.1050
1361;19.2000;18.0936;11.0000;1.1064
1362;19.2000;18.0922;11.0000;1.1078
1363;19.2000;18.0908;11.0000;1.1092
1364;19.2000;18.0894;11.0000;1.1106
1365;19.2000;18.0880;11.0000;1.1120
1366;19.2000;18.0866;11.0000;1.1134
1367;19.2000;18.0853;11.0000;1.1147
1368;19.1000;18.0839;11.0000;1.0161
1369;19.1000;18.0825;11.0000;1.0175
1370;19.1000;18.0811;11.0000;1.0189
1371;19.1000;18.0797;11.0000;1.0203
1372;19.1000;18.0783;11.0000;1.0217
1373;19.1000;18.0769;11.0000;1.0231
1374;19.1000;18.0755;11.0000;1.0245
1375;19.1000;18.0742;11.0000;1.0258
1376;19.1000;18.0728;11.0000;1.0272
1377;19.1000;18.0714;11.0000;1.0286
1378;19.1000;18.0700;11.0000;1.0300
1379;19.1000;18.0686;11.0000;1.0314
1380;19.1000;18.0673;11.0000;1.0327
1381;19.1000;18.0659;11.0000;1.0341
1382;19.1000;18.0645;11.0000;1.0355
1383;19.1000;18.0631;11.0000;1.0369
1384;19.1000;18.0618;11.0000;1.0382
1385;19.1000;18.0604;11.0000;1.0396
1386;19.1000;18.0590;11.0000;1.0410
1387;19.1000;18.0576;11.0000;1.0424
1388;19.1000;18.0563;11.0000;1.0437
1389;19.0000;18.0549;11.0000;0.9451
1390;19.0000;18.0535;11.0000;0.9465
1391;19.0000;18.0522;11.0000;0.9478
1392;19.0000;18.0508;11.0000;0.9492
1393;19.0000;18.0494;11.0000;0.9506
1394;19.0000;18.0481;11.0000;0.9519
1395;19.0000;18.0467;11.0000;0.9533
1396;19.0000;18.0454;11.0000;0.9546
1397;19.0000;18.0440;11.0000;0.9560
1398;19.0000;18.0426;11.0000;0.9574
1399;19.0000;18.0413;11.0000;0.9587
1400;19.0000;18.0399;11.0000;0.9601
1401;19.0000;18.0386;11.0000;0.9614
1402;19.0000;18.0372;11.0000;0.9628
1403;19.0000;18.0359;11.0000;0.9641
1404;19.0000;18.0345;11.0000;0.9655
1405;19.0000;18.0332;11.0000;0.9668
1406;19.0000;18.0318;11.0000;0.9682
1407;19.0000;18.0305;11.0000;0.9695
1408;19.0000;18.0291;11.0000;0.9709
1409;19.0000;18.0278;11.0000;0.9722
1410;19.0000;18.0264;11.0000;0.9736
1411;19.0000;18.0251;11.0000;0.9749
1412;19.0000;18.0237;11.0000;0.9763
1413;18.9000;18.0224;11.0000;0.8776
1414;18.9000;18.0210;11.0000;0.8790
1415;18.9000;18.0197;11.0000;0.8803
1416;18.9000;18.0183;11.0000;0.8817
1417;18.9000;18.0170;11.0000;0.8830
1418;18.9000;18.0157;11.0000;0.8843
1419;18.9000;18.0143;11.0000;0.8857
1420;18.9000;18.0130;11.0000;0.8870
1421;18.9000;18.0117;11.0000;0.8883
1422;18.9000;18.0103;11.0000;0.8897
1423;18.9000;18.0090;11.0000;0.8910
1424;18.9000;18.0077;11.0000;0.8923
1425;18.9000;18.0063;11.0000;0.8937
1426;18.9000;18.0050;11.0000;0.8950
1427;18.9000;18.0037;11.0000;0.8963
1428;18.9000;18.0023;11.0000;0.8977
1429;18.9000;18.0010;11.0000;0.8990
1430;18.9000;17.9997;11.0000;0.9003
1431;18.9000;17.9984;11.0000;0.9016
1432;18.9000;17.9970;11.0000;0.9030
1433;18.9000;17.9957;11.0000;0.9043
1434;18.8000;17.9944;11.0000;0.8056
1435;18.8000;17.9931;11.0000;0.8069
1436;18.8000;17.9918;11.0000;0.8082
1437;18.8000;17.9904;11.0000;0.8096
1438;18.8000;17.9891;11.0000;0.8109
1439;18.8000;17.9878;11.0000;0.8122
1440;18.8000;17.9865;11.0000;0.8135
1441;18.8000;17.9852;11.0000;0.8148
1442;18.8000;17.9838;11.0000;0.8162
1443;18.8000;17.9825;11.0000;0.8175
1444;18.8000;17.9812;11.0000;0.8188
1445;18.8000;17.9799;11.0000;0.8201
1446;18.8000;17.9786;11.0000;0.8214
1447;18.8000;17.9773;11.0000;0.8227
1448;18.8000;17.9760;11.0000;0.8240
1449;18.8000;17.9747;11.0000;0.8253
1450;18.8000;17.9734;11.0000;0.8266
1451;18.7000;17.9721;11.0000;0.7279
1452;18.7000;17.9708;11.0000;0.7292
1453;18.7000;17.9695;11.0000;0.7305
1454;18.7000;17.9682;11.0000;0.7318
1455;18.7000;17.9669;11.0000;0.7331
1456;18.7000;17.9656;11.0000;0.7344
1457;18.7000;17.9643;11.0000;0.7357
1458;18.7000;17.9630;11.0000;0.7370
1459;18.7000;17.9617;11.0000;0.7383
1460;18.7000;17.9604;11.0000;0.7396
1461;18.7000;17.9591;11.0000;0.7409
1462;18.7000;17.9578;11.0000;0.7422
1463;18.7000;17.9565;11.0000;0.7435
1464;18.6000;17.9552;11.0000;0.6448
1465;18.6000;17.9539;11.0000;0.6461
1466;18.6000;17.9526;11.0000;0.6474
1467;18.6000;17.9513;11.0000;0.6487
1468;18.6000;17.9500;11.0000;0.6500
1469;18.6000;17.9487;11.0000;0.6513
1470;18.6000;17.9475;11.0000;0.6525
1471;18.6000;17.9462;11.0000;0.6538
1472;18.6000;17.9449;11.0000;0.6551
1473;18.6000;17.9436;11.0000;0.6564
1474;18.6000;17.9423;11.0000;0.6577
1475;18.6000;17.9410;11.0000;0.6590
1476;18.6000;17.9398;11.0000;0.6602
1477;18.6000;17.9385;11.0000;0.6615
1478;18.6000;17.9372;11.0000;0.6628
1479;18.6000;17.9359;11.0000;0.6641
1480;18.6000;17.9346;11.0000;0.6654
1481;18.6000;17.9334;11.0000;0.6666
1482;18.6000;17.9321;11.0000;0.6679
1483;18.6000;17.9308;11.0000;0.6692
1484;18.6000;17.9295;11.0000;0.6705
1485;18.6000;17.9283;11.0000;0.6717
1486;18.5000;17.9270;11.0000;0.5730
1487;18.5000;17.9257;11.0000;0.5743
1488;18.5000;17.9245;11.0000;0.5755
1489;18.5000;17.9232;11.0000;0.5768
1490;18.5000;17.9219;11.0000;0.5781
1491;18.5000;17.9207;11.0000;0.5793
1492;18.5000;17.9194;11.0000;0.5806
1493;18.5000;17.9181;11.0000;0.5819
1494;18.5000;17.9169;11.0000;0.5831
1495;18.5000;17.9156;11.0000;0.5844
1496;18.5000;17.9143;11.0000;0.5857
1497;18.5000;17.9131;11.0000;0.5869
1498;18.5000;17.9118;11.0000;0.5882
1499;18.5000;17.9106;11.0000;0.5894
1500;18.5000;17.9093;11.0000;0.5907
1501;18.5000;17.9081;11.0000;0.5919
1502;18.5000;17.9068;11.0000;0.5932
1503;18.5000;17.9055;11.0000;0.5945
1504;18.5000;17.9043;11.0000;0.5957
1505;18.5000;17.9030;11.0000;0.5970
1506;18.5000;17.9018;11.0000;0.5982
1507;18.4000;17.9005;11.0000;0.4995
1508;18.4000;17.8993;11.0000;0.5007
1509;18.4000;17.8980;11.0000;0.5020
1510;18.4000;17.8968;11.0000;0.5032
1511;18.4000;17.8955;11.0000;0.5045
1512;18.4000;17.8943;11.0000;0.5057
1513;18.4000;17.8931;11.0000;0.5069
1514;18.4000;17.8918;11.0000;0.5082
1515;18.4000;17.8906;11.0000;0.5094
1516;18.4000;17.8893;11.0000;0.5107
1517;18.4000;17.8881;11.0000;0.5119
1518;18.4000;17.8868;11.0000;0.5132
1519;18.4000;17.8856;11.0000;0.5144
1520;18.4000;17.8844;11.0000;0.5156
1521;18.4000;17.8831;11.0000;0.5169
1522;18.4000;17.8819;11.0000;0.5181
1523;18.4000;17.8807;11.0000;0.5193
1524;18.4000;17.8794;11.0000;0.5206
1525;18.4000;17.8782;11.0000;0.5218
1526;18.4000;17.8770;11.0000;0.5230
1527;18.4000;17.8757;11.0000;0.5243
1528;18.4000;17.8745;11.0000;0.5255
1529;18.4000;17.8733;11.0000;0.5267
1530;18.4000;17.8720;11.0000;0.5280
1531;18.3000;17.8708;11.0000;0.4292
1532;18.3000;17.8696;11.0000;0.4304
1533;18.3000;17.8683;11.0000;0.4317
1534;18.3000;17.8671;11.0000;0.4329
1535;18.3000;17.8659;11.0000;0.4341
1536;18.3000;17.8647;11.0000;0.4353
1537;18.3000;17.8635;11.0000;0.4365
1538;18.3000;17.8622;11.0000;0.4378
1539;18.3000;17.8610;11.0000;0.4390
1540;18.3000;17.8598;11.0000;0.4402
1541;18.3000;17.8586;11.0000;0.4414
1542;18.3000;17.8574;11.0000;0.4426
1543;18.3000;17.8561;11.0000;0.4439
1544;18.3000;17.8549;11.0000;0.4451
1545;18.3000;17.8537;11.0000;0.4463
1546;18.3000;17.8525;11.0000;0.4475
1547;18.3000;17.8513;11.0000;0.4487
1548;18.3000;17.8501;11.0000;0.4499
1549;18.3000;17.8489;11.0000;0.4511
1550;18.3000;17.8476;11.0000;0.4524
1551;18.3000;17.8464;11.0000;0.4536
1552;18.3000;17.8452;11.0000;0.4548
1553;18.2000;17.8440;11.0000;0.3560
1554;18.2000;17.8428;11.0000;0.3572
1555;18.2000;17.8416;11.0000;0.3584
1556;18.2000;17.8404;11.0000;0.3596
1557;18.2000;17.8392;11.0000;0.3608
1558;18.2000;17.8380;11.0000;0.3620
1559;18.2000;17.8368;11.0000;0.3632
1560;18.2000;17.8356;11.0000;0.3644
1561;18.2000;17.8344;11.0000;0.3656
1562;18.2000;17.8332;11.0000;0.3668
1563;18.2000;17.8320;11.0000;0.3680
1564;18.2000;17.8308;11.0000;0.3692
1565;18.2000;17.8296;11.0000;0.3704
1566;18.2000;17.8284;11.0000;0.3716
1567;18.2000;17.8272;11.0000;0.3728
1568;18.2000;17.8260;11.0000;0.3740
1569;18.2000;17.8248;11.0000;0.3752
1570;18.2000;17.8236;11.0000;0.3764
1571;18.2000;17.8224;11.0000;0.3776
1572;18.2000;17.8212;11.0000;0.3788
1573;18.2000;17.8201;11.0000;0.3799
1574;18.2000;17.8189;11.0000;0.3811
1575;18.2000;17.8177;11.0000;0.3823
1576;18.2000;17.8165;11.0000;0.3835
1577;18.2000;17.8153;11.0000;0.3847
1578;18.1000;17.8141;11.0000;0.2859
1579;18.1000;17.8129;11.0000;0.2871
1580;18.1000;17.8118;11.0000;0.2882
1581;18.1000;17.8106;11.0000;0.2894
1582;18.1000;17.8094;11.0000;0.2906
1583;18.1000;17.8082;11.0000;0.2918
1584;18.1000;17.8070;11.0000;0.2930
1585;18.1000;17.8059;11.0000;0.2941
1586;18.1000;17.8047;11.0000;0.2953
1587;18.1000;17.8035;11.0000;0.2965
1588;18.1000;17.8023;11.0000;0.2977
1589;18.1000;17.8011;11.0000;0.2989
1590;18.1000;17.8000;11.0000;0.3000
1591;18.1000;17.7988;11.0000;0.3012
1592;18.1000;17.7976;11.0000;0.3024
1593;18.1000;17.7965;11.0000;0.3035
1594;18.1000;17.7953;11.0000;0.3047
1595;18.1000;17.7941;11.0000;0.3059
1596;18.1000;17.7929;11.0000;0.3071
1597;18.1000;17.7918;11.0000;0.3082
1598;18.1000;17.7906;11.0000;0.3094
1599;18.1000;17.7894;11.0000;0.3106
1600;18.1000;17.7883;11.0000;0.3117
1601;18.1000;17.7871;11.0000;0.3129
1602;18.1000;17.7860;11.0000;0.3140
1603;18.0000;17.7848;11.0000;0.2152
1604;18.0000;17.7836;11.0000;0.2164
1605;18.0000;17.7825;11.0000;0.2175
1606;18.0000;17.7813;11.0000;0.2187
1607;18.0000;17.7802;11.0000;0.2198
1608;18.0000;17.7790;11.0000;0.2210
1609;18.0000;17.7778;11.0000;0.2222
1610;18.0000;17.7767;11.0000;0.2233
1611;18.0000;17.7755;11.0000;0.2245
1612;18.0000;17.7744;11.0000;0.2256
1613;18.0000;17.7732;11.0000;0.2268
1614;18.0000;17.7721;11.0000;0.2279
1615;18.0000;17.7709;11.0000;0.2291
1616;18.0000;17.7698;11.0000;0.2302
1617;18.0000;17.7686;11.0000;0.2314
1618;18.0000;17.7675;11.0000;0.2325
1619;18.0000;17.7663;11.0000;0.2337
1620;18.0000;17.7652;11.0000;0.2348
1621;18.0000;17.7640;11.0000;0.2360
1622;18.0000;17.7629;11.0000;0.2371
1623;18.0000;17.7617;11.0000;0.2383
1624;17.9000;17.7606;11.0000;0.1394
1625;17.9000;17.7594;11.0000;0.1406
1626;17.9000;17.7583;11.0000;0.1417
1627;17.9000;17.7572;11.0000;0.1428
1628;17.9000;17.7560;11.0000;0.1440
1629;17.9000;17.7549;11.0000;0.1451
1630;17.9000;17.7537;11.0000;0.1463
1631;17.9000;17.7526;11.0000;0.1474
1632;17.9000;17.7515;11.0000;0.1485
1633;17.9000;17.7503;11.0000;0.1497
1634;17.9000;17.7492;11.0000;0.1508
1635;17.9000;17.7481;11.0000;0.1519
1636;17.9000;17.7469;11.0000;0.1531
1637;17.9000;17.7458;11.0000;0.1542
1638;17.9000;17.7447;11.0000;0.1553
1639;17.9000;17.7435;11.0000;0.1565
1640;17.9000;17.7424;11.0000;0.1576
1641;17.9000;17.7413;11.0000;0.1587
1642;17.9000;17.7401;11.0000;0.1599
1643;17.9000;17.7390;11.0000;0.1610
1644;17.9000;17.7379;11.0000;0.1621
1645;17.9000;17.7368;11.0000;0.1632
1646;17.9000;17.7356;11.0000;0.1644
1647;17.9000;17.7345;11.0000;0.1655
1648;17.9000;17.7334;11.0000;0.1666
1649;17.9000;17.7323;11.0000;0.1677
1650;17.9000;17.7311;11.0000;0.1689
1651;17.9000;17.7300;11.0000;0.1700
1652;17.9000;17.7289;11.0000;0.1711
1653;17.9000;17.7278;11.0000;0.1722
1654;17.9000;17.7267;11.0000;0.1733
1655;17.9000;17.7255;11.0000;0.1745
1656;17.9000;17.7244;11.0000;0.1756
1657;17.9000;17.7233;11.0000;0.1767
1658;17.8000;17.7222;11.0000;0.0778
1659;17.8000;17.7211;11.0000;0.0789
1660;17.8000;17.7200;11.0000;0.0800
1661;17.8000;17.7189;11.0000;0.0811
1662;17.8000;17.7177;11.0000;0.0823
1663;17.8000;17.7166;11.0000;0.0834
1664;17.8000;17.7155;11.0000;0.0845
1665;17.8000;17.7144;11.0000;0.0856
1666;17.8000;17.7133;11.0000;0.0867
1667;17.8000;17.7122;11.0000;0.0878
1668;17.8000;17.7111;11.0000;0.0889
1669;17.8000;17.7100;11.0000;0.0900
1670;17.8000;17.7089;11.0000;0.0911
1671;17.8000;17.7078;11.0000;0.0922
1672;17.8000;17.7067;11.0000;0.0933
1673;17.8000;17.7056;11.0000;0.0944
1674;17.8000;17.7045;11.0000;0.0955
1675;17.8000;17.7034;11.0000;0.0966
1676;17.8000;17.7023;11.0000;0.0977
1677;17.8000;17.7012;11.0000;0.0988
1678;17.8000;17.7001;11.0000;0.0999
1679;17.8000;17.6990;11.0000;0.1010
1680;17.8000;17.6979;11.0000;0.1021
1681;17.8000;17.6968;11.0000;0.1032
1682;17.8000;17.6957;11.0000;0.1043
1683;17.8000;17.6946;11.0000;0.1054
1684;17.8000;17.6935;11.0000;0.1065
1685;17.8000;17.6924;11.0000;0.1076
1686;17.8000;17.6913;11.0000;0.1087
1687;17.7000;17.6902;11.0000;0.0098
1688;17.7000;17.6891;11.0000;0.0109
1689;17.7000;17.6881;11.0000;0.0119
1690;17.7000;17.6870;11.0000;0.0130
1691;17.7000;17.6859;11.0000;0.0141
1692;17.7000;17.6848;11.0000;0.0152
1693;17.7000;17.6837;11.0000;0.0163
1694;17.7000;17.6826;11.0000;0.0174
1695;17.7000;17.6815;11.0000;0.0185
1696;17.7000;17.6805;11.0000;0.0195
1697;17.7000;17.6794;11.0000;0.0206
1698;17.7000;17.6783;11.0000;0.0217
1699;17.7000;17.6772;11.0000;0.0228
1700;17.7000;17.6761;11.0000;0.0239
1701;17.7000;17.6751;11.0000;0.0249
1702;17.7000;17.6740;11.0000;0.0260
1703;17.7000;17.6729;11.0000;0.0271
1704;17.7000;17.6718;11.0000;0.0282
1705;17.7000;17.6707;11.0000;0.0293
1706;17.7000;17.6697;11.0000;0.0303
1707;17.7000;17.6686;11.0000;0.0314
1708;17.7000;17.6675;11.0000;0.0325
1709;17.7000;17.6665;11.0000;0.0335
1710;17.7000;17.6654;11.0000;0.0346
1711;17.7000;17.6643;11.0000;0.0357
1712;17.7000;17.6632;11.0000;0.0368
1713;17.7000;17.6622;11.0000;0.0378
1714;17.7000;17.6611;11.0000;0.0389
1715;17.7000;17.6600;11.0000;0.0400
1716;17.7000;17.6590;11.0000;0.0410
1717;17.7000;17.6579;11.0000;0.0421
1718;17.7000;17.6568;11.0000;0.0432
1719;17.7000;17.6558;11.0000;0.0442
1720;17.7000;17.6547;11.0000;0.0453
1721;17.6000;17.6537;11.0000;-0.0537
1722;17.6000;17.6526;11.0000;-0.0526
1723;17.6000;17.6515;11.0000;-0.0515
1724;17.6000;17.6505;11.0000;-0.0505
1725;17.6000;17.6494;11.0000;-0.0494
1726;17.6000;17.6484;11.0000;-0.0484
1727;17.6000;17.6473;11.0000;-0.0473
1728;17.6000;17.6462;11.0000;-0.0462
1729;17.6000;17.6452;11.0000;-0.0452
1730;17.6000;17.6441;11.0000;-0.0441
1731;17.6000;17.6431;11.0000;-0.0431
1732;17.6000;17.6420;11.0000;-0.0420
1733;17.6000;17.6410;11.0000;-0.0410
1734;17.6000;17.6399;11.0000;-0.0399
1735;17.6000;17.6389;11.0000;-0.0389
1736;17.6000;17.6378;11.0000;-0.0378
1737;17.6000;17.6368;11.0000;-0.0368
1738;17.6000;17.6357;11.0000;-0.0357
1739;17.6000;17.6347;11.0000;-0.0347
1740;17.6000;17.6336;11.0000;-0.0336
1741;17.6000;17.6326;11.0000;-0.0326
1742;17.6000;17.6315;11.0000;-0.0315
1743;17.6000;17.6305;11.0000;-0.0305
1744;17.6000;17.6294;11.0000;-0.0294
1745;17.6000;17.6284;11.0000;-0.0284
1746;17.6000;17.6273;11.0000;-0.0273
1747;17.6000;17.6263;11.0000;-0.0263
1748;17.6000;17.6253;11.0000;-0.0253
1749;17.6000;17.6242;11.0000;-0.0242
1750;17.6000;17.6232;11.0000;-0.0232
1751;17.6000;17.6221;11.0000;-0.0221
1752;17.6000;17.6211;11.0000;-0.0211
1753;17.6000;17.6201;11.0000;-0.0201
1754;17.6000;17.6190;11.0000;-0.0190
1755;17.6000;17.6180;11.0000;-0.0180
1756;17.6000;17.6170;11.0000;-0.0170
1757;17.6000;17.6159;11.0000;-0.0159
1758;17.5000;17.6149;11.0000;-0.1149
1759;17.5000;17.6139;11.0000;-0.1139
1760;17.5000;17.6128;11.0000;-0.1128
1761;17.5000;17.6118;11.0000;-0.1118
1762;17.5000;17.6108;11.0000;-0.1108
1763;17.6000;17.6097;11.0000;-0.0097
1764;17.6000;17.6087;11.0000;-0.0087
1765;17.6000;17.6077;11.0000;-0.0077
1766;17.6000;17.6067;11.0000;-0.0067
1767;17.6000;17.6056;11.0000;-0.0056
1768;17.5000;17.6046;11.0000;-0.1046
1769;17.5000;17.6036;11.0000;-0.1036
1770;17.5000;17.6026;11.0000;-0.1026
1771;17.5000;17.6015;11.0000;-0.1015
1772;17.5000;17.6005;11.0000;-0.1005
1773;17.5000;17.5995;11.0000;-0.0995
1774;17.5000;17.5985;11.0000;-0.0985
1775;17.5000;17.5975;11.0000;-0.0975
1776;17.5000;17.5964;11.0000;-0.0964
1777;17.5000;17.5954;11.0000;-0.0954
1778;17.5000;17.5944;11.0000;-0.0944
1779;17.5000;17.5934;11.0000;-0.0934
1780;17.5000;17.5924;11.0000;-0.0924
1781;17.5000;17.5914;11.0000;-0.0914
1782;17.5000;17.5903;11.0000;-0.0903
1783;17.5000;17.5893;11.0000;-0.0893
1784;17.5000;17.5883;11.0000;-0.0883
1785;17.5000;17.5873;11.0000;-0.0873
1786;17.5000;17.5863;11.0000;-0.0863
1787;17.5000;17.5853;11.0000;-0.0853
1788;17.5000;17.5843;11.0000;-0.0843
1789;17.5000;17.5833;11.0000;-0.0833
1790;17.5000;17.5823;11.0000;-0.0823
1791;17.5000;17.5812;11.0000;-0.0812
1792;17.5000;17.5802;11.0000;-0.0802
1793;17.5000;17.5792;11.0000;-0.0792
1794;17.5000;17.5782;11.0000;-0.0782
1795;17.5000;17.5772;11.0000;-0.0772
1796;17.5000;17.5762;11.0000;-0.0762
1797;17.4000;17.5752;11.0000;-0.1752
1798;17.4000;17.5742;11.0000;-0.1742
1799;17.4000;17.5732;11.0000;-0.1732
1800;17.4000;17.5722;11.0000;-0.1722
1801;17.4000;17.5712;11.0000;-0.1712
1802;17.4000;17.5702;11.0000;-0.1702
1803;17.4000;17.5692;11.0000;-0.1692
1804;17.4000;17.5682;11.0000;-0.1682
1805;17.4000;17.5672;11.0000;-0.1672
1806;17.4000;17.5662;11.0000;-0.1662
1807;17.4000;17.5652;11.0000;-0.1652
1808;17.4000;17.5642;11.0000;-0.1642
1809;17.4000;17.5632;11.0000;-0.1632
1810;17.4000;17.5623;11.0000;-0.1623
1811;17.4000;17.5613;11.0000;-0.1613
1812;17.4000;17.5603;11.0000;-0.1603
1813;17.4000;17.5593;11.0000;-0.1593
1814;17.4000;17.5583;11.0000;-0.1583
1815;17.4000;17.5573;11.0000;-0.1573
1816;17.4000;17.5563;11.0000;-0.1563
1817;17.4000;17.5553;11.0000;-0.1553
1818;17.4000;17.5543;11.0000;-0.1543
1819;17.4000;17.5534;11.0000;-0.1534
1820;17.4000;17.5524;11.0000;-0.1524
1821;17.4000;17.5514;11.0000;-0.1514
1822;17.4000;17.5504;11.0000;-0.1504
1823;17.4000;17.5494;11.0000;-0.1494
1824;17.4000;17.5484;11.0000;-0.1484
1825;17.4000;17.5475;11.0000;-0.1475
1826;17.4000;17.5465;11.0000;-0.1465
1827;17.4000;17.5455;11.0000;-0.1455
1828;17.4000;17.5445;11.0000;-0.1445
1829;17.4000;17.5435;11.0000;-0.1435
1830;17.4000;17.5426;11.0000;-0.1426
1831;17.4000;17.5416;11.0000;-0.1416
1832;17.4000;17.5406;11.0000;-0.1406
1833;17.4000;17.5396;11.0000;-0.1396
1834;17.4000;17.5387;11.0000;-0.1387
1835;17.4000;17.5377;11.0000;-0.1377
1836;17.4000;17.5367;11.0000;-0.1367
1837;17.4000;17.5357;11.0000;-0.1357
1838;17.4000;17.5348;11.0000;-0.1348
1839;17.3000;17.5338;11.0000;-0.2338
1840;17.3000;17.5328;11.0000;-0.2328
1841;17.3000;17.5318;11.0000;-0.2318
1842;17.3000;17.5309;11.0000;-0.2309
